captured_at,arb_id,percent,event_name,sport,league,bookmakers
2026-02-20T22:29:48.687218+00:00,eefa5925cd43be0349ead670b945d0fb,1.0,Disguised - Team Liquid,Sport 48,LCS,[]
2026-02-20T22:29:48.687232+00:00,19bb2f2471894945352c8fbf1b41e93d,1.0,"Molin, Tomas - Theodor, Filip",Sport 13,World. TTCup. Singles,[]
2026-02-20T22:29:48.687239+00:00,fb9752661ef113245aa0216cdbb514e1,0.998,Club Atletico Cerro - Liverpool Montevideo,Futebol,Uruguay. Primera Division,[]
2026-02-20T22:29:48.687243+00:00,10e64c94380c95338ae3fc5c33493983,0.998,Wake Forest Demon Deacons - Siena Saints,Beisebol,USA. NCAA,[]
2026-02-20T22:29:48.687247+00:00,3864431362a3ce0e9a0498cdbffbb613,0.998,Tennessee Tech Golden Eagles - Ohio State Buckeyes,Beisebol,USA. NCAA,[]
2026-02-20T22:29:48.687251+00:00,4200dca9c2808178f36f83e77e6159a4,0.996,Louisville Cardinals - Nebraska Cornhuskers,Beisebol,USA. NCAA,[]
2026-02-20T22:29:48.687255+00:00,a725b730b1a5153c717f7c7e7aef6d18,0.99,CB Penafiel 2012 - Porto U23,Basquete,Portugal. Division 2,[]
2026-02-20T22:29:48.687259+00:00,a79e9120a88152e39f12e4ffba179161,0.99,Barueri Women - Fluminense Women,Volei,Brazil. Superliga Women,[]
2026-02-20T22:29:48.687263+00:00,e92b578c64bd4a64d73e3c3bbe4e874b,0.99,"Kozlov, Stefan - Pacheco Mendez, Rodrigo",Tenis,World. ATP Challenger Metepec. Singles,[]
2026-02-20T22:29:48.687267+00:00,5ae08774ec84a7f4c65d5aa1261d3674,0.988,USA - Slovakia,Hoquei no Gelo,World. Olympic Games,[]
2026-02-20T22:29:48.687270+00:00,8ea0f7b1164a5de6d64a964480461a95,0.982,"Barry, Charles/Martin, Andres - Duncan, Scott/Jones, Ben",Tenis,World. ATP Challenger Metepec. Doubles,[]
2026-02-20T22:29:48.687276+00:00,f471a43e176d154324fe504c92d6a8c8,0.982,Jaragua - Clube Atletico Piauiense PI,Futsal,Brazil. Super Cup,[]
2026-02-20T22:29:48.687280+00:00,fb69ae5e4b7949848eae2d7b7f073ab1,0.98,Union La Calera - Nublense,Futebol,Chile. Primera Division,[]
2026-02-20T22:29:48.687285+00:00,456fe61ba6e5a014a0f17901ae8af10f,0.978,"Makowski, Kacper - Gluszek, Wojciech",Sport 13,World. TT Elite Series. Singles,[]
2026-02-20T22:29:48.687289+00:00,03734ad95118490961d0ef9622510f2d,0.978,Abrantes Women - Lobos da Malveira Women,Basquete,Portugal. Nacional Liga Women,[]
2026-02-20T22:29:48.687293+00:00,b18a279dbd05c4b7e2b9457007420d0e,0.978,"Borodich, Andrey - Zademleniuk, Nikolay",Sport 13,russia. Master. Singles,[]
2026-02-20T22:29:48.687297+00:00,8c3a9ddae982f3a133b9688f06bfeb10,0.978,Club Libertad Asuncion - Rubio Nu,Futebol,Paraguay. Primera Division,[]
2026-02-20T22:29:48.687300+00:00,add988ffa2307fa817105d916069f2db,0.978,Escola SLB O Azemeis - GRI Brandoense,Basquete,Portugal. Taca de Portugal,[]
2026-02-20T22:29:48.687305+00:00,eb3638d2cb169d472e1ecd613ef42081,0.978,"Petukh, Nazar - Arkhipov, Ivan ",Sport 13,World. Setka Cup. Singles,[]
2026-02-20T22:29:48.687308+00:00,aafb9f0342eec49bda1ec4cfe40612d1,0.978,CLIP Women - Benfica Women,Basquete,Portugal. Taca de Portugal Women,[]
2026-02-20T22:29:50.963679+00:00,cb66429523031358972c95afb732a1db,1.0,"Molin, Tomas - Theodor, Filip",Sport 13,World. TTCup. Singles,[]
2026-02-20T22:29:50.963696+00:00,eefa5925cd43be0349ead670b945d0fb,1.0,Disguised - Team Liquid,Sport 48,LCS,[]
2026-02-20T22:29:50.963704+00:00,a3f2cd99029cd0a363c0f334455f4942,0.998,Club Atletico Cerro - Liverpool Montevideo,Futebol,Uruguay. Primera Division,[]
2026-02-20T22:29:50.963709+00:00,61962d1fb627d03ac9741dda530f0bd4,0.998,Wake Forest Demon Deacons - Siena Saints,Beisebol,USA. NCAA,[]
2026-02-20T22:29:50.963716+00:00,6867a574baafae8c9a164da07cf74fdd,0.998,New York Knicks (Godlike) - Los Angeles Lakers (Arachne),Sport 41,World. E-Basketball,[]
2026-02-20T22:29:50.963722+00:00,3864431362a3ce0e9a0498cdbffbb613,0.998,Tennessee Tech Golden Eagles - Ohio State Buckeyes,Beisebol,USA. NCAA,[]
2026-02-20T22:29:50.963726+00:00,c1bcf4da9ad78f155b90c9a29abb7b0e,0.998,CLIP Women - Benfica Women,Basquete,Portugal. Taca de Portugal Women,[]
2026-02-20T22:29:50.963731+00:00,4200dca9c2808178f36f83e77e6159a4,0.996,Louisville Cardinals - Nebraska Cornhuskers,Beisebol,USA. NCAA,[]
2026-02-20T22:29:50.963736+00:00,f6e9595f069b65760ee7c0ff9b5445b8,0.995,Barueri Women - Fluminense Women,Volei,Brazil. Superliga Women,[]
2026-02-20T22:29:50.963741+00:00,e92b578c64bd4a64d73e3c3bbe4e874b,0.99,"Kozlov, Stefan - Pacheco Mendez, Rodrigo",Tenis,World. ATP Challenger Metepec. Singles,[]
2026-02-20T22:29:50.963747+00:00,bb05ea5ed0fa731ecedc72c17a467a04,0.99,"Staniczek, Adam - Wolny, Michal",Sport 13,World. TT Elite Series. Singles,[]
2026-02-20T22:29:50.963752+00:00,a725b730b1a5153c717f7c7e7aef6d18,0.99,CB Penafiel 2012 - Porto U23,Basquete,Portugal. Division 2,[]
2026-02-20T22:29:50.963757+00:00,5ae08774ec84a7f4c65d5aa1261d3674,0.988,USA - Slovakia,Hoquei no Gelo,World. Olympic Games,[]
2026-02-20T22:29:50.963762+00:00,8ea0f7b1164a5de6d64a964480461a95,0.982,"Barry, Charles/Martin, Andres - Duncan, Scott/Jones, Ben",Tenis,World. ATP Challenger Metepec. Doubles,[]
2026-02-20T22:29:50.963767+00:00,f471a43e176d154324fe504c92d6a8c8,0.982,Jaragua - Clube Atletico Piauiense PI,Futsal,Brazil. Super Cup,[]
2026-02-20T22:29:50.963772+00:00,fb69ae5e4b7949848eae2d7b7f073ab1,0.98,Union La Calera - Nublense,Futebol,Chile. Primera Division,[]
2026-02-20T22:29:50.963776+00:00,8c3a9ddae982f3a133b9688f06bfeb10,0.978,Club Libertad Asuncion - Rubio Nu,Futebol,Paraguay. Primera Division,[]
2026-02-20T22:29:50.963780+00:00,add988ffa2307fa817105d916069f2db,0.978,Escola SLB O Azemeis - GRI Brandoense,Basquete,Portugal. Taca de Portugal,[]
2026-02-20T22:29:50.963786+00:00,6b7c9f8a36fcb4cb3f6bc93ddb2fcb1a,0.978,"Makowski, Kacper - Gluszek, Wojciech",Sport 13,World. TT Elite Series. Singles,[]
2026-02-20T22:29:50.963790+00:00,1476f810a10f1d2e38387f7d48465562,0.976,Renasce Voleibol Sorocaba Women - Tijuca TC Women,Volei,Brazil. Superliga Women,[]
2026-02-20T22:30:29.982649+00:00,21ffb5ddd100c8f7930a5cababd1e560,1.0,Abrantes Women - Lobos da Malveira Women,Basquete,Portugal. Nacional Liga Women,[]
2026-02-20T22:30:29.982683+00:00,eefa5925cd43be0349ead670b945d0fb,1.0,Disguised - Team Liquid,Sport 48,LCS,[]
2026-02-20T22:30:29.982691+00:00,67b9735774d05c99c66146618f6e0010,0.998,Gremio RS Women - Palmeiras SP Women,Futebol,Brazil. Campeonato Brasileiro A1 Women,[]
2026-02-20T22:30:29.982699+00:00,1294fb5ee6e8377313ce31e049f49e55,0.998,"Vojna, Daniel - Knazik, Ondrej",Sport 13,World. TTCup. Singles,[]
2026-02-20T22:30:29.982704+00:00,8f3ec57526b12fd5a020443372b8bb36,0.998,"Villegas Sanchez, Eduardo - Castillo, Juan Francisko",Sport 13,World. Masters League. Singles,[]
2026-02-20T22:30:29.982709+00:00,a5d1c788f7ec8bc6b32d41cc7195f07c,0.998,Karmine Corp - Fut Esports,Sport 51,VCL EMEA,[]
2026-02-20T22:30:29.982715+00:00,a19bbaf41e6a030ca30b05e403da4156,0.998,Wake Forest Demon Deacons - Siena Saints,Beisebol,USA. NCAA,[]
2026-02-20T22:30:29.982721+00:00,3864431362a3ce0e9a0498cdbffbb613,0.998,Tennessee Tech Golden Eagles - Ohio State Buckeyes,Beisebol,USA. NCAA,[]
2026-02-20T22:30:29.982725+00:00,4632159be87a58cf6306b66ddd1a0e61,0.998,"Kozlov, Stefan - Pacheco Mendez, Rodrigo",Tenis,World. ATP Challenger Metepec. Singles,[]
2026-02-20T22:30:29.982732+00:00,22ab066a6bebf4f6aa5c4969d0724411,0.996,"Borodich, Andrey - Zademleniuk, Nikolay",Sport 13,russia. Master. Singles,[]
2026-02-20T22:30:29.982737+00:00,1edd23a4109f769a3f64767cae5e9693,0.996,Estrela Amadora - Tondela,Futebol,Portugal. Primeira Liga,[]
2026-02-20T22:30:29.982741+00:00,d6facc0611bc6fdb3948f9c4a354e04a,0.994,Renasce Voleibol Sorocaba Women - Tijuca TC Women,Volei,Brazil. Superliga Women,[]
2026-02-20T22:30:29.982747+00:00,45fc5a81f5ef3bb94a1722fda192aa23,0.993,"Makowski, Kacper - Gluszek, Wojciech",Sport 13,World. TT Elite Series. Singles,[]
2026-02-20T22:30:29.982751+00:00,5ae08774ec84a7f4c65d5aa1261d3674,0.988,USA - Slovakia,Hoquei no Gelo,World. Olympic Games,[]
2026-02-20T22:30:29.982755+00:00,0bc601dbcd7e2bc097c4fb767ff572fd,0.98,"Stepanov, Timofey - Aney, Alexander",Tenis,World. UTR Pro Series. Singles,[]
2026-02-20T22:30:29.982760+00:00,add988ffa2307fa817105d916069f2db,0.978,Escola SLB O Azemeis - GRI Brandoense,Basquete,Portugal. Taca de Portugal,[]
2026-02-20T22:30:29.982764+00:00,8c3a9ddae982f3a133b9688f06bfeb10,0.978,Club Libertad Asuncion - Rubio Nu,Futebol,Paraguay. Primera Division,[]
2026-02-20T22:30:29.982770+00:00,76fede0f1d357af715d8717dcec90a27,0.978,Southern Mississippi Golden Eagles - Purdue Boilermakers,Beisebol,USA. NCAA,[]
2026-02-20T22:30:29.982774+00:00,101fc594425769ed6b7a7d03bdc18e7b,0.978,Barueri Women - Fluminense Women,Volei,Brazil. Superliga Women,[]
2026-02-20T22:30:29.982778+00:00,47ea18a4ebf5470da08c643b526a5851,0.978,Iguala - Deportivo Yautepec,Futebol,Mexico. Liga TDP,[]
2026-02-20T22:30:32.463672+00:00,eefa5925cd43be0349ead670b945d0fb,1.0,Disguised - Team Liquid,Sport 48,LCS,[]
2026-02-20T22:30:32.463687+00:00,593169919709356bb9cfc49847c0f3f0,1.0,"Baran, Mateusz - Stojek, Karol",Sport 13,World. TTCup. Singles,[]
2026-02-20T22:30:32.463693+00:00,1294fb5ee6e8377313ce31e049f49e55,0.998,"Vojna, Daniel - Knazik, Ondrej",Sport 13,World. TTCup. Singles,[]
2026-02-20T22:30:32.463698+00:00,a5d1c788f7ec8bc6b32d41cc7195f07c,0.998,Karmine Corp - Fut Esports,Sport 51,VCL EMEA,[]
2026-02-20T22:30:32.463703+00:00,a19bbaf41e6a030ca30b05e403da4156,0.998,Wake Forest Demon Deacons - Siena Saints,Beisebol,USA. NCAA,[]
2026-02-20T22:30:32.463708+00:00,67b9735774d05c99c66146618f6e0010,0.998,Gremio RS Women - Palmeiras SP Women,Futebol,Brazil. Campeonato Brasileiro A1 Women,[]
2026-02-20T22:30:32.463712+00:00,3864431362a3ce0e9a0498cdbffbb613,0.998,Tennessee Tech Golden Eagles - Ohio State Buckeyes,Beisebol,USA. NCAA,[]
2026-02-20T22:30:32.463718+00:00,4632159be87a58cf6306b66ddd1a0e61,0.998,"Kozlov, Stefan - Pacheco Mendez, Rodrigo",Tenis,World. ATP Challenger Metepec. Singles,[]
2026-02-20T22:30:32.463722+00:00,22ab066a6bebf4f6aa5c4969d0724411,0.996,"Borodich, Andrey - Zademleniuk, Nikolay",Sport 13,russia. Master. Singles,[]
2026-02-20T22:30:32.463726+00:00,1edd23a4109f769a3f64767cae5e9693,0.996,Estrela Amadora - Tondela,Futebol,Portugal. Primeira Liga,[]
2026-02-20T22:30:32.463730+00:00,011b196a2a322ea1e3ac2e4bebf84bfc,0.993,AC Port Of Spain - 1976 Phoenix,Futebol,Trinidad and Tobago. Pro League,[]
2026-02-20T22:30:32.463734+00:00,5c784570075fce1ac899cdf0541b8f94,0.99,Abrantes Women - Lobos da Malveira Women,Basquete,Portugal. Nacional Liga Women,[]
2026-02-20T22:30:32.463737+00:00,ac96c527cf996b67814a9c1aca7f04c6,0.987,Estudiantes La Plata - CA Sarmiento,Futebol,Argentina. Primera Division,[]
2026-02-20T22:30:32.463743+00:00,0bc601dbcd7e2bc097c4fb767ff572fd,0.98,"Stepanov, Timofey - Aney, Alexander",Tenis,World. UTR Pro Series. Singles,[]
2026-02-20T22:30:32.463746+00:00,8c3a9ddae982f3a133b9688f06bfeb10,0.978,Club Libertad Asuncion - Rubio Nu,Futebol,Paraguay. Primera Division,[]
2026-02-20T22:30:32.463749+00:00,add988ffa2307fa817105d916069f2db,0.978,Escola SLB O Azemeis - GRI Brandoense,Basquete,Portugal. Taca de Portugal,[]
2026-02-20T22:30:32.463753+00:00,86153fe8ab0540fbee65c90da2db039b,0.978,Southern Mississippi Golden Eagles - Purdue Boilermakers,Beisebol,USA. NCAA,[]
2026-02-20T22:30:32.463757+00:00,101fc594425769ed6b7a7d03bdc18e7b,0.978,Barueri Women - Fluminense Women,Volei,Brazil. Superliga Women,[]
2026-02-20T22:30:32.463761+00:00,89582ae6833da8922a8e341e46d084e8,0.978,"Hayen, Alejandro/Peck, Joshua - Blando, Jayson/Blando, Michael",Tenis,World. ITF. San Jose. Doubles,[]
2026-02-20T22:30:32.463765+00:00,13d0a8b1533ec83a63a8354db063c778,0.978,"Korda, Sebastian - Ruud, Casper",Tenis,World. ATP. Delray Beach. Singles,[]
2026-02-20T22:30:34.921779+00:00,eefa5925cd43be0349ead670b945d0fb,1.0,Disguised - Team Liquid,Sport 48,LCS,[]
2026-02-20T22:30:34.921798+00:00,3864431362a3ce0e9a0498cdbffbb613,0.998,Tennessee Tech Golden Eagles - Ohio State Buckeyes,Beisebol,USA. NCAA,[]
2026-02-20T22:30:34.921805+00:00,ad1a4061c9fb5463c5440f091a9886c9,0.998,"Kozlov, Stefan - Pacheco Mendez, Rodrigo",Tenis,World. ATP Challenger Metepec. Singles,[]
2026-02-20T22:30:34.921812+00:00,181302380ac9f7a07cc4996a9e98b244,0.998,"Kuryanovich, Matvey - Kolesnev, Artem",Sport 13,russia. Master. Singles,[]
2026-02-20T22:30:34.921817+00:00,a19bbaf41e6a030ca30b05e403da4156,0.998,Wake Forest Demon Deacons - Siena Saints,Beisebol,USA. NCAA,[]
2026-02-20T22:30:34.921822+00:00,67b9735774d05c99c66146618f6e0010,0.998,Gremio RS Women - Palmeiras SP Women,Futebol,Brazil. Campeonato Brasileiro A1 Women,[]
2026-02-20T22:30:34.921828+00:00,1294fb5ee6e8377313ce31e049f49e55,0.998,"Vojna, Daniel - Knazik, Ondrej",Sport 13,World. TTCup. Singles,[]
2026-02-20T22:30:34.921834+00:00,1edd23a4109f769a3f64767cae5e9693,0.996,Estrela Amadora - Tondela,Futebol,Portugal. Primeira Liga,[]
2026-02-20T22:30:34.921840+00:00,2593e07d2d61c306745f0f55ed492b26,0.996,"Tuzhilin, Aleksandr - Cherevko, Roman",Sport 13,World. Setka Cup. Singles,[]
2026-02-20T22:30:34.921845+00:00,011b196a2a322ea1e3ac2e4bebf84bfc,0.993,AC Port Of Spain - 1976 Phoenix,Futebol,Trinidad and Tobago. Pro League,[]
2026-02-20T22:30:34.921850+00:00,7e669fda004bf9ca8d07a785f1012af1,0.99,Barueri Women - Fluminense Women,Volei,Brazil. Superliga Women,[]
2026-02-20T22:30:34.921854+00:00,0bc601dbcd7e2bc097c4fb767ff572fd,0.98,"Stepanov, Timofey - Aney, Alexander",Tenis,World. UTR Pro Series. Singles,[]
2026-02-20T22:30:34.921861+00:00,86153fe8ab0540fbee65c90da2db039b,0.978,Southern Mississippi Golden Eagles - Purdue Boilermakers,Beisebol,USA. NCAA,[]
2026-02-20T22:30:34.921866+00:00,89582ae6833da8922a8e341e46d084e8,0.978,"Hayen, Alejandro/Peck, Joshua - Blando, Jayson/Blando, Michael",Tenis,World. ITF. San Jose. Doubles,[]
2026-02-20T22:30:34.921870+00:00,c43a210df14dc657e3184ff46406eb73,0.978,"Korda, Sebastian - Ruud, Casper",Tenis,World. ATP. Delray Beach. Singles,[]
2026-02-20T22:30:34.921875+00:00,8c3a9ddae982f3a133b9688f06bfeb10,0.978,Club Libertad Asuncion - Rubio Nu,Futebol,Paraguay. Primera Division,[]
2026-02-20T22:30:34.921879+00:00,add988ffa2307fa817105d916069f2db,0.978,Escola SLB O Azemeis - GRI Brandoense,Basquete,Portugal. Taca de Portugal,[]
2026-02-20T22:30:34.921884+00:00,bb0dd31fe6f9e2f8063ec8e96cbb6662,0.976,Atletico FC Cali - Boyaca Patriotas FC,Futebol,Colombia. Primera B,[]
2026-02-20T22:30:34.921889+00:00,236d85c9daa74955760c6e686cc55e98,0.976,Universidad Hidalguense - Atletico Zacatepec,Futebol,Mexico. Liga Premier Serie A,[]
2026-02-20T22:30:34.921895+00:00,15a69b39822d018bb0cf86dc6ae4569f,0.976,Karmine Corp - Fut Esports,Sport 51,VCL EMEA,[]
2026-02-20T22:30:37.404729+00:00,eefa5925cd43be0349ead670b945d0fb,1.0,Disguised - Team Liquid,Sport 48,LCS,[]
2026-02-20T22:30:37.404756+00:00,67b9735774d05c99c66146618f6e0010,0.998,Gremio RS Women - Palmeiras SP Women,Futebol,Brazil. Campeonato Brasileiro A1 Women,[]
2026-02-20T22:30:37.404762+00:00,3864431362a3ce0e9a0498cdbffbb613,0.998,Tennessee Tech Golden Eagles - Ohio State Buckeyes,Beisebol,USA. NCAA,[]
2026-02-20T22:30:37.404768+00:00,4632159be87a58cf6306b66ddd1a0e61,0.998,"Kozlov, Stefan - Pacheco Mendez, Rodrigo",Tenis,World. ATP Challenger Metepec. Singles,[]
2026-02-20T22:30:37.404775+00:00,181302380ac9f7a07cc4996a9e98b244,0.998,"Kuryanovich, Matvey - Kolesnev, Artem",Sport 13,russia. Master. Singles,[]
2026-02-20T22:30:37.404781+00:00,1edd23a4109f769a3f64767cae5e9693,0.996,Estrela Amadora - Tondela,Futebol,Portugal. Primeira Liga,[]
2026-02-20T22:30:37.404786+00:00,011b196a2a322ea1e3ac2e4bebf84bfc,0.993,AC Port Of Spain - 1976 Phoenix,Futebol,Trinidad and Tobago. Pro League,[]
2026-02-20T22:30:37.404794+00:00,956f331862a58af42220933757b2e696,0.978,"Tuzhilin, Aleksandr - Cherevko, Roman",Sport 13,World. Setka Cup. Singles,[]
2026-02-20T22:30:37.404799+00:00,8c3a9ddae982f3a133b9688f06bfeb10,0.978,Club Libertad Asuncion - Rubio Nu,Futebol,Paraguay. Primera Division,[]
2026-02-20T22:30:37.404804+00:00,add988ffa2307fa817105d916069f2db,0.978,Escola SLB O Azemeis - GRI Brandoense,Basquete,Portugal. Taca de Portugal,[]
2026-02-20T22:30:37.404808+00:00,86153fe8ab0540fbee65c90da2db039b,0.978,Southern Mississippi Golden Eagles - Purdue Boilermakers,Beisebol,USA. NCAA,[]
2026-02-20T22:30:37.404813+00:00,2923872614d81bb8394628e4a8eef037,0.978,Barueri Women - Fluminense Women,Volei,Brazil. Superliga Women,[]
2026-02-20T22:30:37.404817+00:00,89582ae6833da8922a8e341e46d084e8,0.978,"Hayen, Alejandro/Peck, Joshua - Blando, Jayson/Blando, Michael",Tenis,World. ITF. San Jose. Doubles,[]
2026-02-20T22:30:37.404821+00:00,c43a210df14dc657e3184ff46406eb73,0.978,"Korda, Sebastian - Ruud, Casper",Tenis,World. ATP. Delray Beach. Singles,[]
2026-02-20T22:30:37.404826+00:00,f988bdd5e8b64e5a7c9500fcc130fbb7,0.976,Potros del Este - Panama City,Futebol,Panama. Liga Prom,[]
2026-02-20T22:30:37.404830+00:00,ea5354135397d67de2bd956dcb82cb6b,0.976,TEC MTY Hidalgo Women - TEC MTY Aguascalientes Women,Basquete,Mexico. Liga ABE Women,[]
2026-02-20T22:30:37.404834+00:00,61b0efccd93868c9045012bf64c29eae,0.976,East Carolina Pirates - North Carolina Tar Heels,Beisebol,USA. NCAA,[]
2026-02-20T22:30:37.404841+00:00,0b20e7840d2b502cbcbf8aa564b9dca0,0.976,Olympique Batna - AS Constantine,Basquete,Algeria. Nationale 1,[]
2026-02-20T22:30:37.404847+00:00,b195094eb091f69a01bceca4777c14fa,0.976,"Volhejn, Dan - Klimenta, Matous",Sport 13,Czech Republic. Czech Liga Pro. Singles,[]
2026-02-20T22:30:37.404853+00:00,54805df6dc6031867dee190408433f4e,0.976,Foksi-pro Women - Pantery-pro Women,Volei,russia. Liga Pro Women,[]
2026-02-20T22:30:39.822629+00:00,eefa5925cd43be0349ead670b945d0fb,1.0,Disguised - Team Liquid,Sport 48,LCS,[]
2026-02-20T22:30:39.822647+00:00,67b9735774d05c99c66146618f6e0010,0.998,Gremio RS Women - Palmeiras SP Women,Futebol,Brazil. Campeonato Brasileiro A1 Women,[]
2026-02-20T22:30:39.822655+00:00,ae95ad693d934d9f898baca61623b0a9,0.998,Karmine Corp - Fut Esports,Sport 51,VCL EMEA,[]
2026-02-20T22:30:39.822660+00:00,3864431362a3ce0e9a0498cdbffbb613,0.998,Tennessee Tech Golden Eagles - Ohio State Buckeyes,Beisebol,USA. NCAA,[]
2026-02-20T22:30:39.822665+00:00,f1f1d9ed1be37a53100f4a93494742f3,0.998,"Kuryanovich, Matvey - Kolesnev, Artem",Sport 13,russia. Master. Singles,[]
2026-02-20T22:30:39.822669+00:00,4632159be87a58cf6306b66ddd1a0e61,0.998,"Kozlov, Stefan - Pacheco Mendez, Rodrigo",Tenis,World. ATP Challenger Metepec. Singles,[]
2026-02-20T22:30:39.822673+00:00,8e2fe7628917b354c94b3321ebdab512,0.993,Southern Mississippi Golden Eagles - Purdue Boilermakers,Beisebol,USA. NCAA,[]
2026-02-20T22:30:39.822677+00:00,011b196a2a322ea1e3ac2e4bebf84bfc,0.993,AC Port Of Spain - 1976 Phoenix,Futebol,Trinidad and Tobago. Pro League,[]
2026-02-20T22:30:39.822681+00:00,3804d7a953cedea0ce8cb65f23f8784e,0.991,Estrela Amadora - Tondela,Futebol,Portugal. Primeira Liga,[]
2026-02-20T22:30:39.822686+00:00,b1721bb2efd58f838da193f10afe1d91,0.99,"Kadavy, Simon - Janata, Tomas",Sport 13,Czech Republic. Czech Liga Pro. Singles,[]
2026-02-20T22:30:39.822690+00:00,8c3a9ddae982f3a133b9688f06bfeb10,0.978,Club Libertad Asuncion - Rubio Nu,Futebol,Paraguay. Primera Division,[]
2026-02-20T22:30:39.822694+00:00,add988ffa2307fa817105d916069f2db,0.978,Escola SLB O Azemeis - GRI Brandoense,Basquete,Portugal. Taca de Portugal,[]
2026-02-20T22:30:39.822702+00:00,471169b785f660604d5fbbd629289390,0.978,Barueri Women - Fluminense Women,Volei,Brazil. Superliga Women,[]
2026-02-20T22:30:39.822709+00:00,89582ae6833da8922a8e341e46d084e8,0.978,"Hayen, Alejandro/Peck, Joshua - Blando, Jayson/Blando, Michael",Tenis,World. ITF. San Jose. Doubles,[]
2026-02-20T22:30:39.822713+00:00,c43a210df14dc657e3184ff46406eb73,0.978,"Korda, Sebastian - Ruud, Casper",Tenis,World. ATP. Delray Beach. Singles,[]
2026-02-20T22:30:39.822718+00:00,8af108fdf507eb60165406241b41b02e,0.976,New York Knicks (Godlike) - Los Angeles Lakers (Arachne),Sport 41,World. E-Basketball,[]
2026-02-20T22:30:39.822722+00:00,ea5354135397d67de2bd956dcb82cb6b,0.976,TEC MTY Hidalgo Women - TEC MTY Aguascalientes Women,Basquete,Mexico. Liga ABE Women,[]
2026-02-20T22:30:39.822726+00:00,f988bdd5e8b64e5a7c9500fcc130fbb7,0.976,Potros del Este - Panama City,Futebol,Panama. Liga Prom,[]
2026-02-20T22:30:39.822730+00:00,61b0efccd93868c9045012bf64c29eae,0.976,East Carolina Pirates - North Carolina Tar Heels,Beisebol,USA. NCAA,[]
2026-02-20T22:30:39.822733+00:00,0b20e7840d2b502cbcbf8aa564b9dca0,0.976,Olympique Batna - AS Constantine,Basquete,Algeria. Nationale 1,[]
2026-02-20T22:30:42.290795+00:00,eefa5925cd43be0349ead670b945d0fb,1.0,Disguised - Team Liquid,Sport 48,LCS,[]
2026-02-20T22:30:42.290809+00:00,c8e7099389215620c41c5fd86298b0e8,1.0,"Kuryanovich, Matvey - Kolesnev, Artem",Sport 13,russia. Master. Singles,[]
2026-02-20T22:30:42.290815+00:00,ae95ad693d934d9f898baca61623b0a9,0.998,Karmine Corp - Fut Esports,Sport 51,VCL EMEA,[]
2026-02-20T22:30:42.290820+00:00,ba4b5f10cffd20ee77219eb924ca8f34,0.998,CSD San Jose Women - Banco Provincia La Plata Women,Volei,Argentina. National League Women,[]
2026-02-20T22:30:42.290824+00:00,67b9735774d05c99c66146618f6e0010,0.998,Gremio RS Women - Palmeiras SP Women,Futebol,Brazil. Campeonato Brasileiro A1 Women,[]
2026-02-20T22:30:42.290828+00:00,3864431362a3ce0e9a0498cdbffbb613,0.998,Tennessee Tech Golden Eagles - Ohio State Buckeyes,Beisebol,USA. NCAA,[]
2026-02-20T22:30:42.290832+00:00,bfece87be1368d68117178dc1a1fac0a,0.998,Southern Mississippi Golden Eagles - Purdue Boilermakers,Beisebol,USA. NCAA,[]
2026-02-20T22:30:42.290836+00:00,4632159be87a58cf6306b66ddd1a0e61,0.998,"Kozlov, Stefan - Pacheco Mendez, Rodrigo",Tenis,World. ATP Challenger Metepec. Singles,[]
2026-02-20T22:30:42.290841+00:00,1aadcebfd3287eccf63ef4900ea8f53f,0.996,"Vojna, Daniel - Knazik, Ondrej",Sport 13,World. TTCup. Singles,[]
2026-02-20T22:30:42.290845+00:00,011b196a2a322ea1e3ac2e4bebf84bfc,0.993,AC Port Of Spain - 1976 Phoenix,Futebol,Trinidad and Tobago. Pro League,[]
2026-02-20T22:30:42.290848+00:00,3804d7a953cedea0ce8cb65f23f8784e,0.991,Estrela Amadora - Tondela,Futebol,Portugal. Primeira Liga,[]
2026-02-20T22:30:42.290852+00:00,ac96c527cf996b67814a9c1aca7f04c6,0.987,Estudiantes La Plata - CA Sarmiento,Futebol,Argentina. Primera Division,[]
2026-02-20T22:30:42.290855+00:00,8d9246f8bb3b3c26c1bb106a59b4e6bb,0.978,Wake Forest Demon Deacons - Siena Saints,Beisebol,USA. NCAA,[]
2026-02-20T22:30:42.290859+00:00,8c3a9ddae982f3a133b9688f06bfeb10,0.978,Club Libertad Asuncion - Rubio Nu,Futebol,Paraguay. Primera Division,[]
2026-02-20T22:30:42.290862+00:00,add988ffa2307fa817105d916069f2db,0.978,Escola SLB O Azemeis - GRI Brandoense,Basquete,Portugal. Taca de Portugal,[]
2026-02-20T22:30:42.290866+00:00,471169b785f660604d5fbbd629289390,0.978,Barueri Women - Fluminense Women,Volei,Brazil. Superliga Women,[]
2026-02-20T22:30:42.290869+00:00,c43a210df14dc657e3184ff46406eb73,0.978,"Korda, Sebastian - Ruud, Casper",Tenis,World. ATP. Delray Beach. Singles,[]
2026-02-20T22:30:42.290873+00:00,0b20e7840d2b502cbcbf8aa564b9dca0,0.976,Olympique Batna - AS Constantine,Basquete,Algeria. Nationale 1,[]
2026-02-20T22:30:42.290877+00:00,8af108fdf507eb60165406241b41b02e,0.976,New York Knicks (Godlike) - Los Angeles Lakers (Arachne),Sport 41,World. E-Basketball,[]
